 -1.4822e-323   1.0484e-01   2.1274e-01   3.2630e-01   4.4727e-01   5.7626e-01   7.1268e-01   8.5480e-01   1.0000e+00
 -1.4822e-323   1.0514e-01   2.1330e-01   3.2703e-01   4.4806e-01   5.7699e-01   7.1325e-01   8.5510e-01   1.0000e+00
 -1.4822e-323   1.0544e-01   2.1384e-01   3.2775e-01   4.4884e-01   5.7771e-01   7.1380e-01   8.5540e-01   1.0000e+00
 -1.4822e-323   1.0573e-01   2.1439e-01   3.2845e-01   4.4960e-01   5.7842e-01   7.1434e-01   8.5570e-01   1.0000e+00
 -1.4822e-323   1.0602e-01   2.1492e-01   3.2915e-01   4.5036e-01   5.7912e-01   7.1488e-01   8.5599e-01   1.0000e+00
 -1.4822e-323   1.0630e-01   2.1544e-01   3.2984e-01   4.5110e-01   5.7981e-01   7.1540e-01   8.5627e-01   1.0000e+00
 -1.4822e-323   1.0658e-01   2.1596e-01   3.3052e-01   4.5184e-01   5.8049e-01   7.1592e-01   8.5656e-01   1.0000e+00
 -1.4822e-323   1.0686e-01   2.1647e-01   3.3118e-01   4.5256e-01   5.8116e-01   7.1644e-01   8.5683e-01   1.0000e+00
 -1.4822e-323   1.0713e-01   2.1697e-01   3.3184e-01   4.5327e-01   5.8181e-01   7.1694e-01   8.5711e-01   1.0000e+00
 -1.4822e-323   1.0740e-01   2.1747e-01   3.3249e-01   4.5397e-01   5.8246e-01   7.1744e-01   8.5737e-01   1.0000e+00
 -1.4822e-323   1.0766e-01   2.1796e-01   3.3312e-01   4.5466e-01   5.8310e-01   7.1793e-01   8.5764e-01   1.0000e+00
 -1.4822e-323   1.0792e-01   2.1844e-01   3.3375e-01   4.5534e-01   5.8373e-01   7.1841e-01   8.5790e-01   1.0000e+00
 -1.4822e-323   1.0818e-01   2.1891e-01   3.3437e-01   4.5601e-01   5.8435e-01   7.1888e-01   8.5816e-01   1.0000e+00
 -1.4822e-323   1.0843e-01   2.1937e-01   3.3498e-01   4.5667e-01   5.8496e-01   7.1935e-01   8.5841e-01   1.0000e+00
 -1.4822e-323   1.0868e-01   2.1983e-01   3.3558e-01   4.5732e-01   5.8556e-01   7.1981e-01   8.5866e-01   1.0000e+00
 -1.4822e-323   1.0892e-01   2.2028e-01   3.3617e-01   4.5796e-01   5.8615e-01   7.2026e-01   8.5890e-01   1.0000e+00
 -1.4822e-323   1.0916e-01   2.2073e-01   3.3675e-01   4.5859e-01   5.8673e-01   7.2071e-01   8.5915e-01   1.0000e+00
 -1.4822e-323   1.0940e-01   2.2117e-01   3.3732e-01   4.5921e-01   5.8731e-01   7.2115e-01   8.5938e-01   1.0000e+00
 -1.4822e-323   1.0963e-01   2.2160e-01   3.3789e-01   4.5982e-01   5.8787e-01   7.2158e-01   8.5962e-01   1.0000e+00
 -1.4822e-323   1.0986e-01   2.2203e-01   3.3844e-01   4.6043e-01   5.8843e-01   7.2201e-01   8.5985e-01   1.0000e+00
